,r_Einstein_t_true,gamma1_true,gamma2_true,ex_true,ey_true,r_Einstein_t_pred,gamma1_pred,gamma2_pred,ex_pred,ey_pred,r_Einstein_t_aleatoric,gamma1_aleatoric,gamma2_aleatoric,ex_aleatoric,ey_aleatoric,r_Einstein_t_epistemic,gamma1_epistemic,gamma2_epistemic,ex_epistemic,ey_epistemic,Paths
11,0.6308951,0.49948815,0.5183139,0.43980277,0.45370495,0.6392892,0.49278307,0.4998637,0.48079717,0.4758759,-6.0,-3.630374,-3.6228142,-6.0,-6.0,0.023112632,0.0044946605,0.0038413557,0.0101276655,0.0088129,final_hscsearch_2e3_10/lens_19202_source_1817_r_2.fits
12,0.7194796,0.36179656,0.82970977,0.5541077,0.4374862,0.7209865,0.5075542,0.48868293,0.5145212,0.40538278,-5.3689766,-3.473433,-3.4721446,-5.855895,-6.0,0.03038109,0.0044626743,0.0056321705,0.01344434,0.015717298,final_hscsearch_2e3_8/lens_14563_source_1090_r_1.fits
13,0.96271056,0.49058372,0.5107268,0.5079092,0.51450956,0.9440187,0.47159433,0.50409305,0.40604705,0.46268928,-6.0,-3.883351,-3.8570018,-6.0,-6.0,0.05780672,0.005567072,0.007680931,0.0139566725,0.017642803,final_hscsearch_2e3_1/lens_1608_source_64_r_1.fits
14,0.8032846,0.5209887,0.4159012,0.45870933,0.5240241,0.89617896,0.4945852,0.5189712,0.50109464,0.5476597,-5.5401635,-3.621732,-3.635189,-6.0,-6.0,0.041684322,0.004199944,0.0057997396,0.013956704,0.01459005,final_hscsearch_2e3_5/lens_9383_source_1268_r_1.fits
15,0.93392277,0.6484253,0.7288386,0.27630046,0.4245092,0.85472083,0.46371886,0.5103515,0.40298754,0.3793581,-3.7882,-3.4938982,-3.52277,-4.8470364,-4.990889,0.056519426,0.008788627,0.011684307,0.033460386,0.026226759,final_hscsearch_2e3_2/lens_3907_source_1048_r_1.fits
16,0.5268611,0.4705853,0.5428763,0.44260395,0.5569326,0.48587948,0.4807023,0.5036001,0.42992786,0.5377339,-6.0,-3.6743867,-3.641006,-6.0,-6.0,0.015111315,0.0057044877,0.0033749037,0.014154354,0.011620291,final_hscsearch_2e3_13/lens_24727_source_1036_r_3.fits
17,0.025235826,0.38252985,0.22384003,0.5057938,0.69912463,0.10931021,0.50000745,0.51557964,0.5036921,0.61367404,-5.6865606,-3.695327,-3.6569338,-5.2953205,-5.876095,0.064547375,0.007965895,0.0075439448,0.028209524,0.035671912,final_hscsearch_2e3_26/lens_51765_source_1074_r_0.fits
18,0.696964,0.50080705,0.5206921,0.48358467,0.48712495,0.6746348,0.48427886,0.4899829,0.4243043,0.4688226,-6.0,-3.5845227,-3.591351,-6.0,-6.0,0.02351685,0.0061418824,0.0042215455,0.011014675,0.00866608,final_hscsearch_2e3_9/lens_16453_source_1666_r_0.fits
19,0.36887035,0.5124413,0.68115264,0.4802637,0.61927587,0.3831455,0.48946473,0.5151033,0.4650186,0.55121356,-5.362641,-3.4710722,-3.491303,-6.0,-6.0,0.027361456,0.0054825232,0.0036002807,0.014057432,0.015295113,final_hscsearch_2e3_17/lens_33518_source_1778_r_1.fits
20,0.9624949,0.39045924,0.35654655,0.46717185,0.583884,0.6993658,0.49897337,0.52109,0.5021798,0.55521566,-4.172045,-3.4019573,-3.4710913,-6.0,-6.0,0.051534694,0.0034047682,0.0063501955,0.014864199,0.017637001,final_hscsearch_2e3_1/lens_1981_source_1127_r_0.fits
21,0.24158081,0.49831873,0.5365325,0.6675792,0.43867567,0.20991513,0.48238224,0.47744864,0.54923284,0.4145441,-5.8272986,-3.5108943,-3.4869418,-6.0,-6.0,0.043942545,0.006922058,0.006744492,0.019892229,0.01722994,final_hscsearch_2e3_20/lens_39525_source_1503_r_0.fits
22,0.025611741,0.5541572,0.48722902,0.38046554,0.42707604,0.13207936,0.48443922,0.5083743,0.37933534,0.36808175,-4.4567423,-3.443186,-3.4725785,-5.799786,-6.0,0.054713402,0.0066399393,0.009700833,0.024280626,0.033159394,final_hscsearch_2e3_26/lens_51148_source_1593_r_0.fits
23,0.8190135,0.49323565,0.48554045,0.74753606,0.52759516,0.7918824,0.51244634,0.5267993,0.56353223,0.61477244,-5.2461257,-3.483291,-3.4816294,-6.0,-6.0,0.05039915,0.0077212066,0.008166734,0.024999823,0.024298158,final_hscsearch_2e3_5/lens_9106_source_2363_r_1.fits
24,0.7730153,0.5724501,0.3850531,0.52500045,0.5229726,0.75317824,0.4995959,0.51122016,0.5022418,0.52855384,-6.0,-3.9081142,-3.8467188,-6.0,-6.0,0.04279469,0.0075890077,0.0065129767,0.015996736,0.014302262,final_hscsearch_2e3_6/lens_10859_source_2136_r_0.fits
25,0.80003536,0.48438045,0.5597223,0.54725415,0.53429604,0.83457327,0.5108322,0.5165418,0.55886596,0.57067174,-6.0,-3.8826482,-3.836596,-6.0,-6.0,0.044074688,0.0062625813,0.006539363,0.016030967,0.016868459,final_hscsearch_2e3_6/lens_10404_source_1582_r_0.fits
26,0.73354983,0.49778458,0.82241195,0.45925102,0.46361428,0.74250984,0.48959216,0.5081428,0.4593513,0.45992795,-4.8945026,-3.454777,-3.4997,-6.0,-6.0,0.033356566,0.0027665885,0.0036779384,0.010028967,0.011538828,final_hscsearch_2e3_8/lens_14299_source_7119_r_3.fits
27,0.2812735,0.45009312,0.55725616,0.49775422,0.52176005,0.31479433,0.50973564,0.51035357,0.5467462,0.5541698,-6.0,-3.6972606,-3.6403208,-6.0,-6.0,0.029815855,0.0044828495,0.0047713085,0.01222429,0.013937789,final_hscsearch_2e3_20/lens_38759_source_6959_r_0.fits
28,0.22737375,0.4906864,0.54117763,0.47700375,0.54882437,0.29100278,0.49864942,0.5089861,0.5191785,0.5145182,-5.7992578,-3.5385306,-3.5486517,-6.0,-6.0,0.0413433,0.004462282,0.0047752233,0.011597002,0.013188822,final_hscsearch_2e3_21/lens_41232_source_6700_r_0.fits
29,0.51136804,0.46528417,0.741083,0.40133086,0.5409391,0.56029576,0.4880796,0.5162611,0.4348078,0.57884884,-6.0,-3.5978281,-3.586402,-6.0,-6.0,0.018495807,0.005841999,0.0050100414,0.013691958,0.014078357,final_hscsearch_2e3_14/lens_26864_source_2074_r_1.fits
30,0.5800091,0.43490082,0.45421907,0.49620703,0.5729497,0.5784546,0.5265736,0.48713133,0.5729529,0.5126772,-6.0,-3.927657,-3.8440886,-6.0,-6.0,0.018443722,0.00862933,0.007135044,0.025302872,0.01362466,final_hscsearch_2e3_11/lens_21430_source_1185_r_0.fits
31,0.38040394,0.7625256,0.5230645,0.42619395,0.54378766,0.32804644,0.49770465,0.5031802,0.46592677,0.48490444,-6.0,-3.5425162,-3.5230565,-6.0,-6.0,0.031531908,0.0036829554,0.0032097348,0.0103293015,0.008990015,final_hscsearch_2e3_16/lens_31993_source_1288_r_3.fits
32,0.110740446,0.48618972,0.5892414,0.41839623,0.41739997,0.12345186,0.4971451,0.4860135,0.4540786,0.45367834,-5.041119,-3.5253432,-3.5428782,-5.923439,-6.0,0.05956789,0.005271331,0.0068671056,0.021031952,0.013968733,final_hscsearch_2e3_24/lens_47517_source_605_r_0.fits
33,0.046548538,0.5115104,0.52373683,0.5224889,0.3660618,0.041868836,0.5079727,0.486272,0.54022866,0.43403527,-5.3571057,-3.5170274,-3.4987507,-5.916826,-6.0,0.06061927,0.006578202,0.0069718524,0.01636851,0.017047526,final_hscsearch_2e3_26/lens_50720_source_1691_r_3.fits
34,0.9043968,0.8025295,0.3339708,0.42879605,0.4842576,0.8949054,0.49058184,0.506635,0.45927876,0.51958185,-6.0,-3.9302998,-3.890633,-6.0,-6.0,0.042578653,0.0046238485,0.0060023586,0.013995196,0.013333583,final_hscsearch_2e3_3/lens_4866_source_1028_r_0.fits
35,0.35495827,0.4222302,0.42920554,0.43716192,0.4231711,0.34270012,0.4878305,0.4808033,0.4708035,0.46329045,-6.0,-3.5946517,-3.5616155,-6.0,-6.0,0.024585117,0.005807893,0.00457885,0.015033548,0.013455624,final_hscsearch_2e3_18/lens_34476_source_6453_r_0.fits
36,0.91903687,0.49243462,0.5130368,0.47544643,0.4514425,0.9490675,0.48282635,0.50053,0.43337724,0.4320392,-5.5248446,-3.6897194,-3.6911721,-6.0,-6.0,0.057168975,0.004905737,0.007077792,0.013621275,0.014177654,final_hscsearch_2e3_2/lens_3065_source_2481_r_0.fits
37,0.5265354,0.51785314,0.70639783,0.59419024,0.23199548,0.4492923,0.4867535,0.4820758,0.5882667,0.19990712,-3.7821426,-3.3308542,-3.3138127,-4.818123,-5.2592583,0.058304384,0.012559931,0.012838269,0.03605665,0.041783754,final_hscsearch_2e3_13/lens_24261_source_7141_r_0.fits
38,0.19256486,0.47713926,0.508542,0.57346255,0.46251738,0.16500428,0.49289176,0.48929653,0.47461963,0.47090012,-5.844546,-3.5521636,-3.5273442,-6.0,-6.0,0.04134453,0.004252808,0.0050955815,0.014494912,0.013318455,final_hscsearch_2e3_22/lens_42554_source_1783_r_2.fits
39,0.15634866,0.1942228,0.7315324,0.58338946,0.4618986,0.21103731,0.50499064,0.49688944,0.529934,0.45489076,-5.7180448,-3.5015259,-3.484312,-6.0,-6.0,0.044620555,0.0043607308,0.0052464744,0.014347044,0.013091052,final_hscsearch_2e3_22/lens_43594_source_1030_r_1.fits
40,0.11427256,0.8264457,0.5841671,0.51474214,0.35935858,0.2326451,0.5005047,0.5000505,0.541123,0.4242218,-5.70678,-3.5467613,-3.496348,-6.0,-6.0,0.057444114,0.0074176257,0.009362895,0.020969616,0.022625044,final_hscsearch_2e3_24/lens_47501_source_964_r_0.fits
41,0.64764726,0.56622475,0.33178192,0.6507344,0.46207476,0.75008833,0.5217301,0.50317293,0.5880409,0.5126401,-4.858623,-3.469198,-3.4988236,-6.0,-6.0,0.028695809,0.005973591,0.0048653083,0.017665204,0.012909515,final_hscsearch_2e3_10/lens_18915_source_7393_r_1.fits
42,0.26428354,0.7085437,0.372804,0.5658228,0.45903036,0.28169972,0.4975152,0.5010244,0.5038633,0.506135,-5.8819194,-3.5267851,-3.5352936,-6.0,-6.0,0.034685217,0.0035195255,0.003455058,0.010282571,0.010659465,final_hscsearch_2e3_20/lens_38874_source_972_r_1.fits
43,0.3007953,0.40764025,0.63781494,0.47303468,0.48088935,0.1449346,0.4947613,0.49913272,0.4686847,0.4463768,-5.3648014,-3.505857,-3.5181475,-6.0,-6.0,0.0508027,0.004167984,0.0050599445,0.01482552,0.012918893,final_hscsearch_2e3_19/lens_36490_source_1939_r_1.fits
44,0.81890136,0.5078216,0.52871644,0.5509831,0.7209108,0.7866027,0.48225752,0.51731026,0.3873784,0.6084145,-6.0,-3.7279608,-3.6831107,-5.477004,-5.9238567,0.043200295,0.0124586765,0.008788511,0.036748927,0.032241765,final_hscsearch_2e3_5/lens_9687_source_6581_r_3.fits
45,0.5765952,0.5147596,0.46998563,0.54369265,0.44454822,0.5194956,0.51354206,0.47869554,0.51681936,0.45144376,-6.0,-3.561313,-3.5292978,-6.0,-6.0,0.015286142,0.0062899264,0.0056166206,0.0124635715,0.011022361,final_hscsearch_2e3_11/lens_21350_source_168_r_1.fits
46,0.31682488,0.55577004,0.9700358,0.5929562,0.7157572,0.35612118,0.508037,0.52012044,0.5395776,0.6865076,-4.860734,-3.4844234,-3.494444,-5.0855927,-5.549727,0.043226577,0.008683964,0.010202162,0.027223649,0.040086426,final_hscsearch_2e3_18/lens_35538_source_1147_r_1.fits
47,0.19412602,0.43573666,0.425938,0.414166,0.3044705,0.3087511,0.48476142,0.48362792,0.32719052,0.2829265,-3.6316102,-3.4083073,-3.4273334,-4.980608,-5.3252807,0.051515594,0.007428596,0.010273556,0.029852618,0.03316247,final_hscsearch_2e3_22/lens_42464_source_942_r_0.fits
48,0.19751671,0.5526872,0.39948517,0.45617715,0.39078695,0.14316192,0.49939585,0.50691354,0.50686795,0.57189035,-4.9028306,-3.4576333,-3.4950395,-5.923237,-5.98689,0.0388299,0.0048720078,0.006127613,0.016487397,0.018203093,final_hscsearch_2e3_22/lens_42420_source_6_r_2.fits
49,0.3856652,0.48452806,0.50065315,0.78633046,0.4806842,0.45022544,0.52866757,0.48754117,0.78620934,0.5027109,-4.6108894,-3.4928396,-3.51096,-4.965373,-5.179612,0.02851611,0.01345836,0.010047395,0.04389521,0.030856928,final_hscsearch_2e3_17/lens_32460_source_1101_r_3.fits
50,0.13285662,0.6422848,0.44770488,0.52571523,0.406072,0.07089847,0.50235856,0.49386725,0.51123834,0.45314264,-4.7784176,-3.4958105,-3.5436454,-6.0,-6.0,0.05509871,0.004028288,0.0053918296,0.011858867,0.0145429475,final_hscsearch_2e3_24/lens_46305_source_1061_r_0.fits
51,0.85650384,0.40952438,0.40422556,0.514151,0.5104875,0.8275049,0.5067984,0.49711666,0.5038009,0.46426257,-5.9718747,-3.8065183,-3.7753105,-6.0,-6.0,0.04747131,0.0046312455,0.0063475114,0.012496811,0.012983566,final_hscsearch_2e3_4/lens_7550_source_1001_r_2.fits
52,0.9461329,0.23843862,0.3981323,0.44625598,0.49040988,0.74948,0.48015746,0.51662886,0.4246775,0.55124927,-4.033457,-3.4387553,-3.4985437,-6.0,-6.0,0.04053164,0.005275156,0.005509669,0.022075782,0.014479235,final_hscsearch_2e3_1/lens_1719_source_168_r_0.fits
53,0.91336924,0.7479481,0.35804257,0.47906217,0.5521042,0.7900299,0.4964151,0.5324082,0.51351136,0.5728719,-3.7911253,-3.4027112,-3.4692578,-6.0,-6.0,0.03882436,0.003615028,0.0057408116,0.012390967,0.014769768,final_hscsearch_2e3_3/lens_5301_source_1718_r_1.fits
54,0.4877427,0.9757585,0.5999881,0.52217674,0.4939407,0.5141878,0.52049464,0.4991597,0.53711873,0.512016,-6.0,-3.5793004,-3.5586948,-6.0,-6.0,0.0143591715,0.0056510167,0.004800534,0.011891847,0.0081574675,final_hscsearch_2e3_13/lens_25533_source_942_r_1.fits
55,0.6311403,0.26731026,0.46969602,0.5113282,0.51249945,0.6312988,0.50566274,0.51079226,0.50788903,0.5245204,-6.0,-3.632259,-3.6074233,-6.0,-6.0,0.021514252,0.0067063235,0.0055509647,0.009950071,0.008523911,final_hscsearch_2e3_10/lens_19340_source_7091_r_1.fits
56,0.099245995,0.4260364,0.5407844,0.4029025,0.5141879,0.15792993,0.49100924,0.48864767,0.4192295,0.48747328,-5.3744683,-3.5489976,-3.5685086,-6.0,-6.0,0.049380798,0.0064415294,0.006218691,0.017916737,0.015261446,final_hscsearch_2e3_24/lens_47688_source_929_r_1.fits
57,0.33708006,0.5213977,0.5462314,0.49931085,0.4410806,0.32117125,0.49562857,0.48418316,0.4982236,0.43460518,-5.5743537,-3.436748,-3.4386554,-6.0,-6.0,0.031293966,0.004352405,0.0053315707,0.012777448,0.014193686,final_hscsearch_2e3_18/lens_34986_source_4188_r_0.fits
58,0.82617885,0.50429744,0.4972022,0.3774643,0.5064302,0.890849,0.48052904,0.5203791,0.4627058,0.574821,-5.4197826,-3.6086354,-3.599649,-5.9971275,-6.0,0.041747678,0.0057608187,0.006534981,0.020205652,0.017216936,final_hscsearch_2e3_5/lens_9612_source_7197_r_2.fits
59,0.62589276,0.5101793,0.649038,0.54871243,0.4477677,0.631719,0.51829505,0.4684066,0.58518004,0.36621648,-5.8142,-3.5389597,-3.513682,-6.0,-6.0,0.025622357,0.0072518582,0.008265861,0.01942985,0.015651092,final_hscsearch_2e3_11/lens_20725_source_1158_r_3.fits
60,0.026863508,0.57857645,0.5240589,0.7047373,0.62783116,0.13170585,0.529089,0.5085371,0.6019958,0.53584015,-5.2375245,-3.5323167,-3.5231657,-5.8392763,-6.0,0.060624,0.006834951,0.006505879,0.018360162,0.01835059,final_hscsearch_2e3_26/lens_51593_source_39_r_0.fits
61,0.80150217,0.10010615,0.39595,0.5244923,0.5394403,0.71642685,0.4984667,0.5205349,0.5225594,0.52084446,-5.107825,-3.489641,-3.5202212,-6.0,-6.0,0.03400022,0.0043611242,0.0047880784,0.012978823,0.009771336,final_hscsearch_2e3_5/lens_9015_source_7213_r_1.fits
62,0.9546882,0.5168373,0.47826734,0.4546005,0.4737791,0.9069576,0.47895366,0.50827605,0.4150101,0.49272752,-5.7604227,-3.866565,-3.831905,-6.0,-6.0,0.058068044,0.0072269635,0.007205856,0.022242432,0.017058006,final_hscsearch_2e3_1/lens_1792_source_7393_r_0.fits
63,0.8619599,0.51725864,0.43858892,0.6936481,0.48874316,0.8341751,0.5194079,0.48926085,0.6710472,0.576647,-6.0,-3.7173793,-3.681211,-6.0,-6.0,0.0475436,0.011449997,0.011051648,0.03182497,0.025915496,final_hscsearch_2e3_4/lens_6780_source_2247_r_2.fits
64,0.24218984,0.44284287,0.24919246,0.52875185,0.52188134,0.22090343,0.50059533,0.4947232,0.49126545,0.48550662,-5.9615006,-3.5245426,-3.5140119,-6.0,-6.0,0.035400346,0.00437144,0.0042045643,0.011568264,0.012238712,final_hscsearch_2e3_20/lens_39253_source_1718_r_3.fits
65,0.5804547,0.38978025,0.4528233,0.45770347,0.43079793,0.5575157,0.50906307,0.4776555,0.4880231,0.45312306,-6.0,-4.299713,-4.1734385,-6.0,-6.0,0.01727021,0.0075443825,0.0059053805,0.009856321,0.008869831,final_hscsearch_2e3_11/lens_21388_source_2074_r_0.fits
66,0.90238726,0.62601566,0.35420102,0.5332957,0.52632815,0.89659905,0.49122056,0.5216361,0.48436928,0.50888723,-5.0895,-3.569918,-3.5984483,-6.0,-6.0,0.053675134,0.0039714575,0.005652741,0.0129806595,0.012079019,final_hscsearch_2e3_3/lens_5395_source_1618_r_1.fits
67,0.9281895,0.4825052,0.26918784,0.6033114,0.9812846,0.46523,0.47129878,0.504924,0.5397496,0.5824953,-3.1130433,-3.4387934,-3.4733715,-4.1387343,-4.3702316,0.076897904,0.009987586,0.012940314,0.04141624,0.042054698,final_hscsearch_2e3_2/lens_3487_source_182_r_1.fits
68,0.20591669,0.4697103,0.25830433,0.4751489,0.49223664,0.14320025,0.47879365,0.49323002,0.39564312,0.4909479,-6.0,-3.574497,-3.5542073,-6.0,-6.0,0.042409346,0.007172979,0.005407686,0.017352356,0.0151720885,final_hscsearch_2e3_21/lens_41579_source_1830_r_3.fits
69,0.38055223,0.7902345,0.17178902,0.51277345,0.48426944,0.41985434,0.51312274,0.4974336,0.5530131,0.49752545,-6.0,-3.5387332,-3.5249119,-6.0,-6.0,0.018807223,0.0041574137,0.0033708578,0.00900547,0.007873535,final_hscsearch_2e3_17/lens_32799_source_1459_r_0.fits
70,0.3691387,0.50614005,0.47007954,0.5162967,0.5088679,0.40362653,0.501365,0.49764824,0.52457595,0.47074264,-4.87491,-3.3787723,-3.4249482,-6.0,-6.0,0.020389354,0.003669209,0.003376421,0.009459639,0.0067841946,final_hscsearch_2e3_17/lens_33931_source_231_r_0.fits
71,0.7203141,0.51767397,0.47612152,0.32542345,0.75785315,0.73579264,0.48776147,0.5307402,0.55000114,0.7283555,-4.6460233,-3.5786502,-3.5779195,-4.5527525,-5.115047,0.047587756,0.007423968,0.0104979705,0.032361895,0.037511468,final_hscsearch_2e3_8/lens_14282_source_2672_r_2.fits
72,0.24235268,0.5303616,0.79862493,0.5866614,0.5885197,0.29247847,0.52282745,0.50224817,0.59979856,0.5401099,-5.897112,-3.483147,-3.4694839,-6.0,-6.0,0.0415058,0.0068721864,0.00534065,0.01769675,0.017233826,final_hscsearch_2e3_21/lens_40238_source_1166_r_0.fits
73,0.27008644,0.46744046,0.5256045,0.4310281,0.49128315,0.32554734,0.47020045,0.48616847,0.40913236,0.47676238,-5.679104,-3.495559,-3.4852848,-6.0,-6.0,0.03349332,0.008099686,0.0053045503,0.01748899,0.01365953,final_hscsearch_2e3_20/lens_38982_source_1018_r_3.fits
74,0.89410466,0.65664375,0.40479332,0.4305898,0.504241,0.83776236,0.49294293,0.5238418,0.48235193,0.5610677,-6.0,-3.9201674,-3.8831143,-6.0,-6.0,0.048828185,0.0054503335,0.0065475064,0.014652871,0.013934984,final_hscsearch_2e3_3/lens_4900_source_6_r_0.fits
75,0.03373181,0.7598833,0.54348737,0.5563946,0.37948453,-0.032246083,0.5062771,0.469469,0.66599333,0.2961604,-5.727137,-3.5600889,-3.499539,-5.3962812,-5.766643,0.061396915,0.012607721,0.0127788475,0.03834482,0.04765094,final_hscsearch_2e3_26/lens_50798_source_1284_r_3.fits
76,0.77608013,0.5598071,0.8037387,0.4432462,0.4116218,0.7293833,0.5005161,0.49720442,0.48674172,0.45872074,-6.0,-3.6821558,-3.6615815,-6.0,-6.0,0.035368957,0.0048432015,0.0054563545,0.011774338,0.014484769,final_hscsearch_2e3_6/lens_10889_source_1993_r_3.fits
77,0.7738694,0.41617638,0.5882092,0.5377388,0.50339293,0.83219355,0.50702554,0.50342727,0.57190025,0.47062254,-5.3612967,-3.5245802,-3.5401115,-6.0,-6.0,0.05095429,0.0053111776,0.0058740485,0.01644217,0.011563499,final_hscsearch_2e3_6/lens_11607_source_2702_r_2.fits
78,0.51857024,0.39729407,0.6189504,0.46395725,0.46261448,0.5073376,0.47800973,0.48903146,0.42345646,0.4444795,-6.0,-3.8533187,-3.7830763,-6.0,-6.0,0.013008729,0.006290445,0.0043178946,0.01263335,0.012083848,final_hscsearch_2e3_13/lens_24194_source_1180_r_2.fits
79,0.41723892,0.50242186,0.761151,0.59777707,0.5290812,0.4412717,0.51142764,0.5029158,0.5403585,0.52510685,-6.0,-3.5307696,-3.5234938,-6.0,-6.0,0.01463925,0.0042828815,0.0035546639,0.011629419,0.010030427,final_hscsearch_2e3_16/lens_30433_source_1135_r_3.fits
80,0.93358654,0.5845678,0.6352812,0.5799529,0.517818,0.93298006,0.5211001,0.5166108,0.6503007,0.5133421,-5.2957883,-3.6102345,-3.610485,-6.0,-6.0,0.056482166,0.008829166,0.008086988,0.023482732,0.016634164,final_hscsearch_2e3_2/lens_3793_source_1207_r_1.fits
81,0.090513885,0.3418027,0.22924034,0.70835865,0.52782136,0.20412982,0.5089747,0.48521113,0.66967154,0.5485537,-5.6494193,-3.670896,-3.6406589,-5.5978203,-5.8590174,0.061713215,0.010636804,0.009405926,0.032031406,0.030186744,final_hscsearch_2e3_24/lens_47258_source_1191_r_0.fits
82,0.75687855,0.33640337,0.20220329,0.6084593,0.52376324,0.7216954,0.52197206,0.50644135,0.5886093,0.5432456,-5.4005384,-3.5004077,-3.5102491,-6.0,-6.0,0.031315204,0.0061087916,0.005767466,0.018247316,0.013056314,final_hscsearch_2e3_7/lens_12901_source_1066_r_3.fits
83,0.016374925,0.1508254,0.41561148,0.47800064,0.5016707,0.14276189,0.4930449,0.49931362,0.45548964,0.5201332,-4.870181,-3.4881585,-3.531149,-6.0,-6.0,0.062742285,0.004804273,0.004646869,0.013276078,0.0113266725,final_hscsearch_2e3_26/lens_51849_source_1634_r_0.fits
84,0.1953848,0.66693443,0.38866836,0.5656288,0.5421777,0.22594362,0.49644914,0.5034435,0.5056678,0.5086904,-5.316676,-3.4712186,-3.4868736,-6.0,-6.0,0.039093997,0.0040214886,0.003877082,0.011605668,0.011516597,final_hscsearch_2e3_22/lens_42844_source_121_r_2.fits
85,0.46538568,0.2915897,0.43962,0.4465378,0.3473372,0.408044,0.5077612,0.49208653,0.5501047,0.3606153,-3.6839602,-3.422498,-3.4758759,-5.6622467,-5.911248,0.03932108,0.0076624006,0.0068417997,0.019385383,0.022017067,final_hscsearch_2e3_14/lens_27963_source_7303_r_0.fits
86,0.18105906,0.36656177,0.46353608,0.43263084,0.4871144,0.2128518,0.48648345,0.49119568,0.43228403,0.54399216,-5.886006,-3.5831923,-3.5739112,-6.0,-6.0,0.03902102,0.0061784643,0.0044996785,0.017351376,0.011980342,final_hscsearch_2e3_22/lens_42143_source_1006_r_0.fits
87,0.7256582,0.5587771,0.50381106,0.5278986,0.46855494,0.6954833,0.504145,0.49603993,0.48718277,0.47092658,-5.9647894,-3.645414,-3.637052,-6.0,-6.0,0.030752689,0.004150461,0.0039855572,0.008473568,0.011675212,final_hscsearch_2e3_8/lens_14127_source_7267_r_2.fits
