,r_Einstein_t_true,gamma1_true,gamma2_true,ex_true,ey_true,r_Einstein_t_pred,gamma1_pred,gamma2_pred,ex_pred,ey_pred,r_Einstein_t_aleatoric,gamma1_aleatoric,gamma2_aleatoric,ex_aleatoric,ey_aleatoric,r_Einstein_t_epistemic,gamma1_epistemic,gamma2_epistemic,ex_epistemic,ey_epistemic,Paths
10,0.84894603,0.12483094,0.62690276,0.56687564,0.47400624,0.84768546,0.4990047,0.51985407,0.5712169,0.44692385,-4.4445844,-3.4008474,-3.4434302,-5.882065,-6.0,0.044922587,0.005475518,0.007367353,0.019511843,0.016808342,final_hscsearch_2e3_5/lens_8367_source_1161_r_2.fits
11,0.6308951,0.49948815,0.5183139,0.43980277,0.45370495,0.6262907,0.49091366,0.48325527,0.47417036,0.4678524,-6.0,-3.6044421,-3.6522934,-6.0,-6.0,0.02357633,0.0046704286,0.0052303746,0.010797822,0.010395165,final_hscsearch_2e3_10/lens_19202_source_1817_r_2.fits
12,0.7194796,0.36179656,0.82970977,0.5541077,0.4374862,0.739035,0.5098498,0.4912322,0.5141806,0.3994535,-5.5276837,-3.5178387,-3.5498035,-5.943689,-6.0,0.032514486,0.0052558715,0.0069928514,0.0145671535,0.019811135,final_hscsearch_2e3_8/lens_14563_source_1090_r_1.fits
13,0.96271056,0.49058372,0.5107268,0.5079092,0.51450956,0.9459797,0.49427298,0.50083417,0.45444825,0.47809914,-5.448639,-3.5226681,-3.5451946,-6.0,-6.0,0.04987426,0.0056237094,0.0074085426,0.019147499,0.017562116,final_hscsearch_2e3_1/lens_1608_source_64_r_1.fits
14,0.8032846,0.5209887,0.4159012,0.45870933,0.5240241,0.8287569,0.49783522,0.50729483,0.48126164,0.5207901,-6.0,-3.6443124,-3.6988766,-6.0,-6.0,0.034820423,0.004975707,0.006734885,0.013737307,0.013055431,final_hscsearch_2e3_5/lens_9383_source_1268_r_1.fits
15,0.93392277,0.6484253,0.7288386,0.27630046,0.4245092,0.8346716,0.47641608,0.50744027,0.4649684,0.45528817,-3.657941,-3.34647,-3.3595128,-4.7046027,-4.9834557,0.06342966,0.007943925,0.0106662195,0.031035375,0.031423863,final_hscsearch_2e3_2/lens_3907_source_1048_r_1.fits
16,0.5268611,0.4705853,0.5428763,0.44260395,0.5569326,0.51177806,0.4752373,0.51400304,0.43552566,0.5324471,-6.0,-3.5781357,-3.6167097,-6.0,-6.0,0.01514102,0.0062481062,0.004560098,0.014166345,0.0108562745,final_hscsearch_2e3_13/lens_24727_source_1036_r_3.fits
17,0.025235826,0.38252985,0.22384003,0.5057938,0.69912463,0.11371645,0.48968226,0.5143739,0.3570788,0.70476025,-5.527571,-3.6386762,-3.5916111,-5.5019803,-5.7241716,0.06547545,0.007787449,0.010177084,0.025667625,0.040484693,final_hscsearch_2e3_26/lens_51765_source_1074_r_0.fits
18,0.696964,0.50080705,0.5206921,0.48358467,0.48712495,0.6860782,0.48849532,0.4942206,0.45749933,0.4614394,-6.0,-3.7234633,-3.765145,-6.0,-6.0,0.023554139,0.0042388323,0.004687237,0.010871262,0.010756486,final_hscsearch_2e3_9/lens_16453_source_1666_r_0.fits
19,0.36887035,0.5124413,0.68115264,0.4802637,0.61927587,0.43974394,0.4877163,0.5212177,0.43559545,0.5807928,-4.499571,-3.3480563,-3.4619915,-6.0,-6.0,0.024650982,0.005977969,0.0055884584,0.016393716,0.013969693,final_hscsearch_2e3_17/lens_33518_source_1778_r_1.fits
20,0.9624949,0.39045924,0.35654655,0.46717185,0.583884,0.7275479,0.4934671,0.5290045,0.5052766,0.59426266,-3.5731952,-3.2669725,-3.3883002,-6.0,-6.0,0.049621586,0.0043032286,0.0074017663,0.017374458,0.015303089,final_hscsearch_2e3_1/lens_1981_source_1127_r_0.fits
21,0.24158081,0.49831873,0.5365325,0.6675792,0.43867567,0.2510154,0.51954055,0.47182778,0.58856183,0.41075456,-6.0,-3.5321758,-3.5378258,-6.0,-6.0,0.037007283,0.005787946,0.0075441888,0.019160178,0.018640524,final_hscsearch_2e3_20/lens_39525_source_1503_r_0.fits
22,0.025611741,0.5541572,0.48722902,0.38046554,0.42707604,0.20473129,0.48401052,0.48229113,0.31686813,0.30402225,-4.867234,-3.5140915,-3.4687812,-5.382489,-5.797302,0.05792383,0.008317899,0.012066465,0.035974365,0.028195122,final_hscsearch_2e3_26/lens_51148_source_1593_r_0.fits
23,0.8190135,0.49323565,0.48554045,0.74753606,0.52759516,0.8694354,0.50963306,0.5024186,0.6272968,0.6453358,-5.726872,-3.5919404,-3.606447,-6.0,-6.0,0.045585,0.0072429264,0.010593755,0.02694459,0.029728372,final_hscsearch_2e3_5/lens_9106_source_2363_r_1.fits
24,0.7730153,0.5724501,0.3850531,0.52500045,0.5229726,0.8115269,0.51576585,0.50634116,0.5576206,0.52640086,-5.892139,-3.6282775,-3.680245,-6.0,-6.0,0.03553257,0.0053909435,0.0066242893,0.016321817,0.0121700475,final_hscsearch_2e3_6/lens_10859_source_2136_r_0.fits
25,0.80003536,0.48438045,0.5597223,0.54725415,0.53429604,0.8139172,0.50476277,0.50843287,0.5368619,0.507521,-6.0,-3.8601897,-3.868148,-6.0,-6.0,0.036995012,0.0065857274,0.0079775695,0.016198331,0.012541224,final_hscsearch_2e3_6/lens_10404_source_1582_r_0.fits
26,0.73354983,0.49778458,0.82241195,0.45925102,0.46361428,0.70094806,0.48334172,0.50579524,0.44507912,0.48377258,-5.0889826,-3.4505892,-3.528855,-6.0,-6.0,0.026181933,0.004244892,0.00537358,0.011470157,0.0107323555,final_hscsearch_2e3_8/lens_14299_source_7119_r_3.fits
27,0.2812735,0.45009312,0.55725616,0.49775422,0.52176005,0.32514217,0.5023294,0.51545304,0.527912,0.5724244,-6.0,-3.457449,-3.4960124,-6.0,-6.0,0.03137304,0.0042748963,0.006117328,0.013618167,0.018633455,final_hscsearch_2e3_20/lens_38759_source_6959_r_0.fits
28,0.22737375,0.4906864,0.54117763,0.47700375,0.54882437,0.3124879,0.49277112,0.49515808,0.4819514,0.52260023,-6.0,-3.6351938,-3.6156642,-6.0,-6.0,0.03364519,0.0031579144,0.005550509,0.010329299,0.012430931,final_hscsearch_2e3_21/lens_41232_source_6700_r_0.fits
29,0.51136804,0.46528417,0.741083,0.40133086,0.5409391,0.58456457,0.4919794,0.51483226,0.46507147,0.55247843,-6.0,-3.5482566,-3.5971625,-6.0,-6.0,0.018137079,0.00488269,0.0062699835,0.0116984695,0.014009562,final_hscsearch_2e3_14/lens_26864_source_2074_r_1.fits
30,0.5800091,0.43490082,0.45421907,0.49620703,0.5729497,0.603346,0.53856736,0.5129731,0.6100152,0.5390412,-6.0,-3.5871499,-3.639681,-6.0,-6.0,0.02033497,0.007437,0.00696834,0.017376553,0.014315382,final_hscsearch_2e3_11/lens_21430_source_1185_r_0.fits
31,0.38040394,0.7625256,0.5230645,0.42619395,0.54378766,0.31854317,0.48105666,0.5070455,0.44720966,0.49523067,-6.0,-3.4846697,-3.5158556,-6.0,-6.0,0.02679869,0.003412516,0.0048364582,0.009551689,0.0085988,final_hscsearch_2e3_16/lens_31993_source_1288_r_3.fits
32,0.110740446,0.48618972,0.5892414,0.41839623,0.41739997,0.0961152,0.5010339,0.486364,0.46115622,0.40680164,-4.752294,-3.464258,-3.4767082,-5.8712254,-6.0,0.050592244,0.0039335145,0.0073972675,0.017446117,0.015930224,final_hscsearch_2e3_24/lens_47517_source_605_r_0.fits
33,0.046548538,0.5115104,0.52373683,0.5224889,0.3660618,0.19153324,0.4958904,0.49334726,0.49882326,0.4577731,-5.6536326,-3.5285997,-3.511326,-5.9503584,-6.0,0.055521566,0.0037061933,0.008450866,0.013444247,0.015697684,final_hscsearch_2e3_26/lens_50720_source_1691_r_3.fits
34,0.9043968,0.8025295,0.3339708,0.42879605,0.4842576,0.89821947,0.4793949,0.50394684,0.39177018,0.52008104,-6.0,-3.8839202,-3.903804,-6.0,-6.0,0.048101366,0.0075287707,0.0073246527,0.022863045,0.013531432,final_hscsearch_2e3_3/lens_4866_source_1028_r_0.fits
35,0.35495827,0.4222302,0.42920554,0.43716192,0.4231711,0.42588186,0.4938062,0.4812784,0.49918467,0.46292707,-6.0,-3.6503181,-3.5795724,-5.98952,-6.0,0.021021796,0.006383121,0.0055186613,0.014494979,0.012518938,final_hscsearch_2e3_18/lens_34476_source_6453_r_0.fits
36,0.91903687,0.49243462,0.5130368,0.47544643,0.4514425,0.87507033,0.49056888,0.5001261,0.45552832,0.46725395,-5.285565,-3.5206306,-3.5460684,-6.0,-6.0,0.053794317,0.0048793303,0.0072715585,0.014909207,0.015771143,final_hscsearch_2e3_2/lens_3065_source_2481_r_0.fits
37,0.5265354,0.51785314,0.70639783,0.59419024,0.23199548,0.3894622,0.49615958,0.4894649,0.50596195,0.3231543,-3.6088107,-3.352355,-3.400479,-5.0387955,-5.4230175,0.051679168,0.007695893,0.010736464,0.027868975,0.03466862,final_hscsearch_2e3_13/lens_24261_source_7141_r_0.fits
38,0.19256486,0.47713926,0.508542,0.57346255,0.46251738,0.14693704,0.49815166,0.48851204,0.48246804,0.41056252,-5.2468734,-3.4402041,-3.461662,-6.0,-6.0,0.04149079,0.0038604387,0.0069616293,0.015890991,0.013428505,final_hscsearch_2e3_22/lens_42554_source_1783_r_2.fits
39,0.15634866,0.1942228,0.7315324,0.58338946,0.4618986,0.13632628,0.5050028,0.4900699,0.53580356,0.43237042,-5.6536393,-3.4279323,-3.44573,-6.0,-6.0,0.037140694,0.0040646624,0.0067582326,0.013757728,0.0125038,final_hscsearch_2e3_22/lens_43594_source_1030_r_1.fits
40,0.11427256,0.8264457,0.5841671,0.51474214,0.35935858,0.13618585,0.511207,0.47957683,0.53924346,0.39670303,-4.8474164,-3.3697333,-3.400151,-6.0,-6.0,0.04758426,0.005967179,0.008251298,0.01836005,0.021972258,final_hscsearch_2e3_24/lens_47501_source_964_r_0.fits
41,0.64764726,0.56622475,0.33178192,0.6507344,0.46207476,0.6527813,0.5029816,0.49958834,0.5540452,0.48282513,-4.6416507,-3.3281317,-3.4419425,-6.0,-6.0,0.0254112,0.0047300374,0.0053024357,0.01549714,0.010101814,final_hscsearch_2e3_10/lens_18915_source_7393_r_1.fits
42,0.26428354,0.7085437,0.372804,0.5658228,0.45903036,0.29489282,0.50278634,0.5041028,0.5053768,0.50290483,-5.6741667,-3.4200268,-3.4683146,-6.0,-6.0,0.023964325,0.002327293,0.004553596,0.0073604765,0.0071322387,final_hscsearch_2e3_20/lens_38874_source_972_r_1.fits
43,0.3007953,0.40764025,0.63781494,0.47303468,0.48088935,0.26089054,0.4917951,0.4868145,0.46234804,0.43052503,-5.214846,-3.3826032,-3.4196784,-6.0,-6.0,0.031886745,0.003418697,0.0060254023,0.011999769,0.013030022,final_hscsearch_2e3_19/lens_36490_source_1939_r_1.fits
44,0.81890136,0.5078216,0.52871644,0.5509831,0.7209108,0.80783606,0.4891102,0.53484076,0.41325957,0.7285303,-5.8220534,-3.5641034,-3.5425696,-5.503583,-5.96571,0.05204884,0.012187193,0.013702735,0.036150344,0.034806047,final_hscsearch_2e3_5/lens_9687_source_6581_r_3.fits
45,0.5765952,0.5147596,0.46998563,0.54369265,0.44454822,0.56280553,0.50961924,0.49567926,0.5317587,0.45048085,-5.3992343,-3.384892,-3.463871,-6.0,-6.0,0.01948496,0.0036697455,0.0038170593,0.0102876,0.010123688,final_hscsearch_2e3_11/lens_21350_source_168_r_1.fits
46,0.31682488,0.55577004,0.9700358,0.5929562,0.7157572,0.25194323,0.52727836,0.5253646,0.5683271,0.7130711,-5.16686,-3.52145,-3.5000706,-5.110551,-5.5336375,0.040108778,0.0067916038,0.011728696,0.02258684,0.039444752,final_hscsearch_2e3_18/lens_35538_source_1147_r_1.fits
47,0.19412602,0.43573666,0.425938,0.414166,0.3044705,0.32847983,0.48743173,0.5020499,0.31973025,0.3982362,-3.3251646,-3.3962824,-3.396671,-4.237247,-4.711429,0.062017687,0.0077178176,0.010003451,0.031808373,0.028242106,final_hscsearch_2e3_22/lens_42464_source_942_r_0.fits
48,0.19751671,0.5526872,0.39948517,0.45617715,0.39078695,0.195779,0.51141477,0.49871504,0.53189313,0.5534442,-5.5492854,-3.4520001,-3.5177457,-6.0,-6.0,0.033385087,0.004507988,0.0047831777,0.014945917,0.012071648,final_hscsearch_2e3_22/lens_42420_source_6_r_2.fits
49,0.3856652,0.48452806,0.50065315,0.78633046,0.4806842,0.41019237,0.5330976,0.4818329,0.7625666,0.51083606,-5.6635017,-3.4884145,-3.4282527,-5.1479445,-5.0037837,0.02554538,0.013802695,0.0098441355,0.04191491,0.021318037,final_hscsearch_2e3_17/lens_32460_source_1101_r_3.fits
50,0.13285662,0.6422848,0.44770488,0.52571523,0.406072,0.08399764,0.5042223,0.50464725,0.4941978,0.43000516,-5.2272596,-3.4520226,-3.4848893,-6.0,-6.0,0.054993406,0.002787942,0.0068158787,0.01331516,0.013351938,final_hscsearch_2e3_24/lens_46305_source_1061_r_0.fits
51,0.85650384,0.40952438,0.40422556,0.514151,0.5104875,0.84576136,0.50709164,0.49214455,0.51269794,0.51729816,-6.0,-3.7504678,-3.7614605,-6.0,-6.0,0.04293804,0.004572936,0.006520068,0.012907025,0.0115878,final_hscsearch_2e3_4/lens_7550_source_1001_r_2.fits
52,0.9461329,0.23843862,0.3981323,0.44625598,0.49040988,0.8835641,0.48204425,0.50835264,0.440768,0.5135603,-5.063795,-3.5284758,-3.5632284,-6.0,-6.0,0.05499849,0.004625833,0.0066215936,0.019442795,0.014610148,final_hscsearch_2e3_1/lens_1719_source_168_r_0.fits
53,0.91336924,0.7479481,0.35804257,0.47906217,0.5521042,0.7380623,0.5000769,0.5184204,0.48563057,0.52531546,-5.1112685,-3.5149412,-3.5724013,-6.0,-6.0,0.03602971,0.003608568,0.0068448093,0.010894741,0.014568513,final_hscsearch_2e3_3/lens_5301_source_1718_r_1.fits
54,0.4877427,0.9757585,0.5999881,0.52217674,0.4939407,0.51416636,0.5202583,0.4939034,0.56222117,0.4913185,-6.0,-3.650583,-3.6427963,-6.0,-6.0,0.012823363,0.006095478,0.0043969466,0.013614689,0.0081918,final_hscsearch_2e3_13/lens_25533_source_942_r_1.fits
55,0.6311403,0.26731026,0.46969602,0.5113282,0.51249945,0.68179643,0.51167554,0.508787,0.5061902,0.52620125,-6.0,-3.5701325,-3.6178071,-6.0,-6.0,0.025702838,0.005652743,0.0062024794,0.013165049,0.011910189,final_hscsearch_2e3_10/lens_19340_source_7091_r_1.fits
56,0.099245995,0.4260364,0.5407844,0.4029025,0.5141879,0.19140384,0.49042076,0.49616504,0.44300303,0.47957993,-5.15543,-3.4473395,-3.4731183,-6.0,-6.0,0.042809695,0.0036806604,0.006324586,0.014655101,0.012249173,final_hscsearch_2e3_24/lens_47688_source_929_r_1.fits
57,0.33708006,0.5213977,0.5462314,0.49931085,0.4410806,0.3428871,0.5022009,0.49935687,0.49129358,0.4209015,-4.8503766,-3.2903657,-3.3720691,-6.0,-6.0,0.028388876,0.0029526171,0.0053767823,0.010544978,0.014521283,final_hscsearch_2e3_18/lens_34986_source_4188_r_0.fits
58,0.82617885,0.50429744,0.4972022,0.3774643,0.5064302,0.84543777,0.48892036,0.51356536,0.45098472,0.5473348,-5.7517443,-3.5581925,-3.5990076,-6.0,-6.0,0.042272896,0.006261732,0.00889239,0.019334454,0.018523004,final_hscsearch_2e3_5/lens_9612_source_7197_r_2.fits
59,0.62589276,0.5101793,0.649038,0.54871243,0.4477677,0.6739844,0.50575113,0.4907027,0.5399818,0.4399562,-6.0,-3.5271425,-3.5696383,-6.0,-6.0,0.02394569,0.0057128537,0.005909652,0.014674942,0.012933022,final_hscsearch_2e3_11/lens_20725_source_1158_r_3.fits
60,0.026863508,0.57857645,0.5240589,0.7047373,0.62783116,0.017662853,0.5275574,0.50133353,0.5584049,0.56182086,-5.4647555,-3.5218477,-3.5416214,-6.0,-6.0,0.054895695,0.0061450307,0.009802842,0.023370223,0.02157252,final_hscsearch_2e3_26/lens_51593_source_39_r_0.fits
61,0.80150217,0.10010615,0.39595,0.5244923,0.5394403,0.6355512,0.50692827,0.5170389,0.521467,0.55957323,-4.792451,-3.3959193,-3.4955812,-6.0,-6.0,0.02499753,0.004339793,0.0049039065,0.014554086,0.016004207,final_hscsearch_2e3_5/lens_9015_source_7213_r_1.fits
62,0.9546882,0.5168373,0.47826734,0.4546005,0.4737791,0.9298618,0.49471304,0.50141907,0.40879458,0.47470087,-6.0,-3.8121612,-3.8173919,-6.0,-6.0,0.050412778,0.00819745,0.0088981865,0.023389453,0.014824155,final_hscsearch_2e3_1/lens_1792_source_7393_r_0.fits
63,0.8619599,0.51725864,0.43858892,0.6936481,0.48874316,0.76227593,0.54197896,0.5143372,0.6441728,0.56990004,-6.0,-3.7522514,-3.7507694,-6.0,-6.0,0.04128463,0.008237546,0.011794876,0.02200709,0.021696012,final_hscsearch_2e3_4/lens_6780_source_2247_r_2.fits
64,0.24218984,0.44284287,0.24919246,0.52875185,0.52188134,0.24899796,0.5039371,0.50135195,0.49702796,0.50979286,-5.6454377,-3.4374034,-3.4819725,-6.0,-6.0,0.033007834,0.0033688515,0.0046286224,0.011249067,0.010906531,final_hscsearch_2e3_20/lens_39253_source_1718_r_3.fits
65,0.5804547,0.38978025,0.4528233,0.45770347,0.43079793,0.57874143,0.4866574,0.48242772,0.46079758,0.44996873,-6.0,-3.9152448,-3.910881,-6.0,-6.0,0.023954477,0.0060831285,0.0051077693,0.011573475,0.011327493,final_hscsearch_2e3_11/lens_21388_source_2074_r_0.fits
66,0.90238726,0.62601566,0.35420102,0.5332957,0.52632815,0.81106114,0.49611315,0.5149583,0.5484824,0.51670355,-4.699236,-3.4067419,-3.4797885,-6.0,-6.0,0.044207085,0.0036704082,0.00645662,0.013731309,0.010795157,final_hscsearch_2e3_3/lens_5395_source_1618_r_1.fits
67,0.9281895,0.4825052,0.26918784,0.6033114,0.9812846,0.36669123,0.5053567,0.50836277,0.4500682,0.7556,-3.0438817,-3.384454,-3.4159243,-4.5402727,-4.7547174,0.062489487,0.008673177,0.012237745,0.037710298,0.040166028,final_hscsearch_2e3_2/lens_3487_source_182_r_1.fits
68,0.20591669,0.4697103,0.25830433,0.4751489,0.49223664,0.2310442,0.48016685,0.48422176,0.415501,0.48098892,-6.0,-3.627563,-3.595443,-6.0,-6.0,0.035948247,0.006096546,0.0068203094,0.014628082,0.0146975685,final_hscsearch_2e3_21/lens_41579_source_1830_r_3.fits
69,0.38055223,0.7902345,0.17178902,0.51277345,0.48426944,0.37405527,0.5019561,0.49453467,0.51158947,0.46700105,-5.4354243,-3.388701,-3.466017,-6.0,-6.0,0.019867105,0.003440935,0.0039856224,0.008846103,0.008844198,final_hscsearch_2e3_17/lens_32799_source_1459_r_0.fits
70,0.3691387,0.50614005,0.47007954,0.5162967,0.5088679,0.4393946,0.50147015,0.5022068,0.5083702,0.5036561,-6.0,-3.447836,-3.5198538,-6.0,-6.0,0.016917216,0.0023501464,0.003350583,0.0065504406,0.0052068736,final_hscsearch_2e3_17/lens_33931_source_231_r_0.fits
71,0.7203141,0.51767397,0.47612152,0.32542345,0.75785315,0.71821684,0.4856441,0.50206894,0.41815445,0.71050566,-4.8732114,-3.4377167,-3.3747666,-4.630273,-5.0829787,0.055953786,0.010322004,0.014312913,0.035208665,0.04663778,final_hscsearch_2e3_8/lens_14282_source_2672_r_2.fits
72,0.24235268,0.5303616,0.79862493,0.5866614,0.5885197,0.22229353,0.5178013,0.5102962,0.55890805,0.5554756,-6.0,-3.6056197,-3.5982778,-6.0,-6.0,0.0353747,0.0054568355,0.006707614,0.01716796,0.015907507,final_hscsearch_2e3_21/lens_40238_source_1166_r_0.fits
73,0.27008644,0.46744046,0.5256045,0.4310281,0.49128315,0.31495494,0.47680724,0.49443203,0.4374695,0.46223927,-6.0,-3.7797096,-3.7250338,-6.0,-6.0,0.03393588,0.009713759,0.0072036944,0.021288948,0.015408626,final_hscsearch_2e3_20/lens_38982_source_1018_r_3.fits
74,0.89410466,0.65664375,0.40479332,0.4305898,0.504241,0.92497456,0.49641588,0.5313629,0.45925018,0.5441348,-6.0,-3.731463,-3.7358184,-6.0,-6.0,0.05781777,0.006396838,0.009849721,0.016587269,0.015461735,final_hscsearch_2e3_3/lens_4900_source_6_r_0.fits
75,0.03373181,0.7598833,0.54348737,0.5563946,0.37948453,-0.020756692,0.51595724,0.46575397,0.5429257,0.39168322,-5.604973,-3.5209808,-3.4681246,-5.859749,-6.0,0.06515978,0.0065504294,0.011357956,0.025843155,0.026827753,final_hscsearch_2e3_26/lens_50798_source_1284_r_3.fits
76,0.77608013,0.5598071,0.8037387,0.4432462,0.4116218,0.8252245,0.48807806,0.50023836,0.44543663,0.43585628,-5.6799145,-3.5975966,-3.6687243,-6.0,-6.0,0.034269188,0.0043454547,0.005462459,0.013108126,0.013906808,final_hscsearch_2e3_6/lens_10889_source_1993_r_3.fits
77,0.7738694,0.41617638,0.5882092,0.5377388,0.50339293,0.8841759,0.50582385,0.51112884,0.50959444,0.49900076,-4.961716,-3.419,-3.4783294,-6.0,-6.0,0.036584005,0.0044882586,0.0053324634,0.011081751,0.010569403,final_hscsearch_2e3_6/lens_11607_source_2702_r_2.fits
78,0.51857024,0.39729407,0.6189504,0.46395725,0.46261448,0.57918835,0.48688233,0.4824587,0.44763386,0.46248293,-6.0,-3.690392,-3.693773,-6.0,-6.0,0.014445926,0.0067064925,0.0039932337,0.014730621,0.008682408,final_hscsearch_2e3_13/lens_24194_source_1180_r_2.fits
79,0.41723892,0.50242186,0.761151,0.59777707,0.5290812,0.42596442,0.5104402,0.50723344,0.5356413,0.515729,-4.960827,-3.32933,-3.426871,-6.0,-6.0,0.015792659,0.0033903788,0.0034456428,0.009726616,0.009310883,final_hscsearch_2e3_16/lens_30433_source_1135_r_3.fits
80,0.93358654,0.5845678,0.6352812,0.5799529,0.517818,0.9914361,0.515414,0.5040297,0.67706585,0.5543623,-5.833217,-3.5799446,-3.5300345,-5.8131914,-6.0,0.05751504,0.0066864607,0.008656848,0.024299229,0.019327363,final_hscsearch_2e3_2/lens_3793_source_1207_r_1.fits
81,0.090513885,0.3418027,0.22924034,0.70835865,0.52782136,0.10920152,0.5196422,0.48870477,0.66128373,0.47458816,-5.455368,-3.641359,-3.586255,-5.439121,-5.564863,0.047530897,0.00972226,0.011870192,0.032038927,0.02906951,final_hscsearch_2e3_24/lens_47258_source_1191_r_0.fits
82,0.75687855,0.33640337,0.20220329,0.6084593,0.52376324,0.6821443,0.51533514,0.5101293,0.5766529,0.5322465,-4.6086545,-3.3468473,-3.425938,-6.0,-6.0,0.033259597,0.0053809164,0.004639883,0.015611049,0.011196119,final_hscsearch_2e3_7/lens_12901_source_1066_r_3.fits
83,0.016374925,0.1508254,0.41561148,0.47800064,0.5016707,0.12594792,0.4932049,0.5062126,0.4249226,0.5156814,-5.2544026,-3.4453104,-3.4794753,-6.0,-6.0,0.051495288,0.0029557452,0.006908829,0.011408029,0.011238182,final_hscsearch_2e3_26/lens_51849_source_1634_r_0.fits
84,0.1953848,0.66693443,0.38866836,0.5656288,0.5421777,0.23786834,0.49745303,0.50308865,0.4978066,0.49904367,-6.0,-3.520911,-3.5550354,-6.0,-6.0,0.03098029,0.0021477353,0.0056728013,0.0059619085,0.008814197,final_hscsearch_2e3_22/lens_42844_source_121_r_2.fits
85,0.46538568,0.2915897,0.43962,0.4465378,0.3473372,0.3912987,0.5093767,0.47717404,0.5552246,0.31079364,-5.0340466,-3.342515,-3.362943,-5.7050843,-6.0,0.028774083,0.0048369872,0.008550033,0.017681925,0.023348985,final_hscsearch_2e3_14/lens_27963_source_7303_r_0.fits
86,0.18105906,0.36656177,0.46353608,0.43263084,0.4871144,0.1619533,0.4775769,0.49785766,0.43116257,0.5206647,-5.956378,-3.5067492,-3.5118587,-6.0,-6.0,0.03536202,0.0057667308,0.0062787086,0.015618743,0.011982904,final_hscsearch_2e3_22/lens_42143_source_1006_r_0.fits
87,0.7256582,0.5587771,0.50381106,0.5278986,0.46855494,0.6888794,0.5043324,0.50263023,0.49744973,0.4914715,-6.0,-3.6507263,-3.7312725,-6.0,-6.0,0.030089831,0.0036027392,0.0050664605,0.008411635,0.008482817,final_hscsearch_2e3_8/lens_14127_source_7267_r_2.fits
