,r_Einstein_t_true,gamma1_true,gamma2_true,ex_true,ey_true,r_Einstein_t_pred,gamma1_pred,gamma2_pred,ex_pred,ey_pred,r_Einstein_t_aleatoric,gamma1_aleatoric,gamma2_aleatoric,ex_aleatoric,ey_aleatoric,r_Einstein_t_epistemic,gamma1_epistemic,gamma2_epistemic,ex_epistemic,ey_epistemic,Paths
17,0.025235826,0.38252985,0.22384003,0.5057938,0.69912463,0.041571107,0.5012446,0.5044192,0.41023618,0.6768554,-5.19878,-3.6336777,-3.586394,-5.3340416,-5.691828,0.0658059,0.007827052,0.010228733,0.02579747,0.04069054,final_hscsearch_2e3_26/lens_51765_source_1074_r_0.fits
18,0.696964,0.50080705,0.5206921,0.48358467,0.48712495,0.67117983,0.4923074,0.49215734,0.4661332,0.46110737,-5.9245315,-3.628417,-3.6878042,-6.0,-6.0,0.023671973,0.0042601745,0.004710829,0.010925984,0.010810771,final_hscsearch_2e3_9/lens_16453_source_1666_r_0.fits
19,0.36887035,0.5124413,0.68115264,0.4802637,0.61927587,0.43495098,0.48602998,0.51275986,0.43560886,0.58033013,-5.0459843,-3.4125848,-3.5007043,-5.9996643,-6.0,0.024775151,0.006007556,0.005616488,0.016475238,0.014039914,final_hscsearch_2e3_17/lens_33518_source_1778_r_1.fits
20,0.9624949,0.39045924,0.35654655,0.46717185,0.583884,0.69205886,0.49848065,0.5233888,0.51933163,0.55825615,-3.2461584,-3.2530942,-3.392209,-5.9769216,-5.999629,0.04987182,0.0043248027,0.007438874,0.01746176,0.015379837,final_hscsearch_2e3_1/lens_1981_source_1127_r_0.fits
21,0.24158081,0.49831873,0.5365325,0.6675792,0.43867567,0.26055753,0.5128879,0.47790635,0.5616869,0.41047156,-5.9456997,-3.5167246,-3.4934974,-5.9838395,-5.9990306,0.03719295,0.005816946,0.0075820545,0.019256283,0.018734302,final_hscsearch_2e3_20/lens_39525_source_1503_r_0.fits
22,0.025611741,0.5541572,0.48722902,0.38046554,0.42707604,0.14666021,0.48186642,0.47203282,0.33966982,0.3285511,-4.658853,-3.4838738,-3.466762,-5.4375715,-5.6763997,0.058215946,0.008361239,0.012128325,0.03615882,0.028339935,final_hscsearch_2e3_26/lens_51148_source_1593_r_0.fits
23,0.8190135,0.49323565,0.48554045,0.74753606,0.52759516,0.8832128,0.5171366,0.5129484,0.59806687,0.63128465,-5.517066,-3.541623,-3.5291533,-5.8201694,-5.974721,0.045815386,0.007279516,0.010647058,0.02708093,0.029877745,final_hscsearch_2e3_5/lens_9106_source_2363_r_1.fits
24,0.7730153,0.5724501,0.3850531,0.52500045,0.5229726,0.7696302,0.5174925,0.50551164,0.5598807,0.52502525,-5.847209,-3.6341825,-3.6826372,-6.0,-6.0,0.035711713,0.0054179626,0.0066576167,0.016404243,0.0122315185,final_hscsearch_2e3_6/lens_10859_source_2136_r_0.fits
25,0.80003536,0.48438045,0.5597223,0.54725415,0.53429604,0.8124382,0.5201394,0.510107,0.55893713,0.5426022,-5.9546504,-3.7401624,-3.7768466,-6.0,-6.0,0.03717949,0.006618877,0.008017727,0.01627991,0.012604485,final_hscsearch_2e3_6/lens_10404_source_1582_r_0.fits
26,0.73354983,0.49778458,0.82241195,0.45925102,0.46361428,0.7170738,0.49010205,0.4976431,0.4568055,0.4558441,-5.1590705,-3.4762483,-3.5605533,-6.0,-6.0,0.026313523,0.004266361,0.005400686,0.01152795,0.010786503,final_hscsearch_2e3_8/lens_14299_source_7119_r_3.fits
27,0.2812735,0.45009312,0.55725616,0.49775422,0.52176005,0.28970805,0.5113131,0.5160395,0.53785217,0.5700283,-5.9571314,-3.5427032,-3.5480394,-5.9954944,-6.0,0.03153116,0.0042963163,0.0061478484,0.013686652,0.018726068,final_hscsearch_2e3_20/lens_38759_source_6959_r_0.fits
28,0.22737375,0.4906864,0.54117763,0.47700375,0.54882437,0.23046632,0.49965575,0.5080389,0.49667245,0.5332977,-5.9698687,-3.5685732,-3.5753098,-6.0,-6.0,0.03381488,0.0031738826,0.005578527,0.010381808,0.012493569,final_hscsearch_2e3_21/lens_41232_source_6700_r_0.fits
29,0.51136804,0.46528417,0.741083,0.40133086,0.5409391,0.56940573,0.4888503,0.5188049,0.46255097,0.56286585,-5.9507103,-3.577127,-3.624685,-6.0,-6.0,0.018229945,0.0049072704,0.0063019516,0.011757675,0.014080856,final_hscsearch_2e3_14/lens_26864_source_2074_r_1.fits
30,0.5800091,0.43490082,0.45421907,0.49620703,0.5729497,0.5950336,0.52604795,0.5074998,0.5783556,0.53154635,-5.9783716,-3.6847284,-3.6857483,-5.9986553,-6.0,0.020437194,0.0074743987,0.007003413,0.01746375,0.014387338,final_hscsearch_2e3_11/lens_21430_source_1185_r_0.fits
31,0.38040394,0.7625256,0.5230645,0.42619395,0.54378766,0.30603924,0.4876417,0.50250757,0.4626082,0.49071765,-5.84613,-3.469328,-3.514465,-6.0,-6.0,0.026933251,0.0034291686,0.004860706,0.009598623,0.008641592,final_hscsearch_2e3_16/lens_31993_source_1288_r_3.fits
32,0.110740446,0.48618972,0.5892414,0.41839623,0.41739997,0.117614985,0.5015112,0.48798707,0.46654692,0.4189359,-5.225739,-3.4757452,-3.4810574,-5.9731812,-5.99791,0.05242091,0.003907589,0.0074068727,0.01758005,0.016117292,final_hscsearch_2e3_24/lens_47517_source_605_r_0.fits
33,0.046548538,0.5115104,0.52373683,0.5224889,0.3660618,0.11256021,0.5001704,0.48457444,0.49878857,0.4176451,-5.609332,-3.4722574,-3.471697,-5.989862,-6.0,0.055410057,0.0037467717,0.008636976,0.013362322,0.015784325,final_hscsearch_2e3_26/lens_50720_source_1691_r_3.fits
34,0.9043968,0.8025295,0.3339708,0.42879605,0.4842576,0.87372,0.48575997,0.5042886,0.42591193,0.5108801,-5.9343734,-3.7732835,-3.8099089,-6.0,-6.0,0.048539426,0.0075382804,0.0073582046,0.022942668,0.013666798,final_hscsearch_2e3_3/lens_4866_source_1028_r_0.fits
35,0.35495827,0.4222302,0.42920554,0.43716192,0.4231711,0.3927986,0.4902652,0.48231027,0.48750362,0.4588111,-5.949727,-3.7667933,-3.7116015,-5.9965925,-5.999731,0.021399185,0.006486124,0.005614514,0.014674039,0.012780521,final_hscsearch_2e3_18/lens_34476_source_6453_r_0.fits
36,0.91903687,0.49243462,0.5130368,0.47544643,0.4514425,0.8909847,0.4885483,0.5035525,0.45480156,0.45882016,-5.413954,-3.5559385,-3.5934024,-6.0,-6.0,0.053655934,0.004915391,0.0073719155,0.015120733,0.015968297,final_hscsearch_2e3_2/lens_3065_source_2481_r_0.fits
37,0.5265354,0.51785314,0.70639783,0.59419024,0.23199548,0.44900122,0.5050681,0.48388,0.58154047,0.27255926,-3.656446,-3.3553038,-3.373522,-4.7435737,-5.2926154,0.051425725,0.008014863,0.010743286,0.028365502,0.03447979,final_hscsearch_2e3_13/lens_24261_source_7141_r_0.fits
38,0.19256486,0.47713926,0.508542,0.57346255,0.46251738,0.13445947,0.5034182,0.48926112,0.49299848,0.42101538,-5.3911867,-3.4639652,-3.4737344,-5.994333,-6.0,0.041890316,0.0038198864,0.007014633,0.015388077,0.013529276,final_hscsearch_2e3_22/lens_42554_source_1783_r_2.fits
39,0.15634866,0.1942228,0.7315324,0.58338946,0.4618986,0.20099251,0.5063671,0.4912244,0.5322058,0.44704196,-5.814342,-3.4725494,-3.4843693,-6.0,-6.0,0.037426922,0.004079445,0.0068808687,0.013774071,0.012744076,final_hscsearch_2e3_22/lens_43594_source_1030_r_1.fits
40,0.11427256,0.8264457,0.5841671,0.51474214,0.35935858,0.15522127,0.5109362,0.48154923,0.54547447,0.39264947,-5.534552,-3.4556623,-3.4403372,-5.9398766,-5.995415,0.047041755,0.0059467736,0.008092889,0.018388035,0.02284246,final_hscsearch_2e3_24/lens_47501_source_964_r_0.fits
41,0.64764726,0.56622475,0.33178192,0.6507344,0.46207476,0.6456561,0.5124883,0.49620065,0.5752156,0.4755135,-4.6484118,-3.3613238,-3.4606085,-6.0,-6.0,0.02554771,0.0047690514,0.0052619814,0.015396356,0.010339456,final_hscsearch_2e3_10/lens_18915_source_7393_r_1.fits
42,0.26428354,0.7085437,0.372804,0.5658228,0.45903036,0.3170425,0.50079054,0.5047494,0.5022961,0.507089,-5.827983,-3.4654193,-3.516162,-6.0,-6.0,0.024169242,0.002352493,0.0044719838,0.0074486425,0.0071742106,final_hscsearch_2e3_20/lens_38874_source_972_r_1.fits
43,0.3007953,0.40764025,0.63781494,0.47303468,0.48088935,0.2799642,0.4941367,0.49344403,0.46547645,0.43049583,-5.053123,-3.3611116,-3.418665,-5.9994836,-6.0,0.031989116,0.0034589332,0.0060106544,0.012164895,0.012876417,final_hscsearch_2e3_19/lens_36490_source_1939_r_1.fits
44,0.81890136,0.5078216,0.52871644,0.5509831,0.7209108,0.7929668,0.47303146,0.5301642,0.3591288,0.68545234,-5.4634657,-3.5462115,-3.5333827,-5.4896255,-5.8813996,0.052487284,0.012256993,0.01406476,0.036861602,0.03482976,final_hscsearch_2e3_5/lens_9687_source_6581_r_3.fits
45,0.5765952,0.5147596,0.46998563,0.54369265,0.44454822,0.5475903,0.5050966,0.4933939,0.5235376,0.45278564,-5.614676,-3.440928,-3.5146015,-6.0,-6.0,0.020158736,0.0036562602,0.0038327228,0.0101527255,0.010174009,final_hscsearch_2e3_11/lens_21350_source_168_r_1.fits
46,0.31682488,0.55577004,0.9700358,0.5929562,0.7157572,0.31161273,0.52534306,0.5292141,0.5689267,0.69329786,-5.23456,-3.4658375,-3.4660416,-5.3863826,-5.7654552,0.039123874,0.0068548145,0.011938892,0.02317799,0.039017092,final_hscsearch_2e3_18/lens_35538_source_1147_r_1.fits
47,0.19412602,0.43573666,0.425938,0.414166,0.3044705,0.36590797,0.48049563,0.49368268,0.31166545,0.3325454,-3.0381594,-3.3799064,-3.433963,-4.88971,-5.2357883,0.06278519,0.007607402,0.010070839,0.03178217,0.02704305,final_hscsearch_2e3_22/lens_42464_source_942_r_0.fits
48,0.19751671,0.5526872,0.39948517,0.45617715,0.39078695,0.24214259,0.4974026,0.50177765,0.4868507,0.53648615,-5.9027905,-3.5379062,-3.5537138,-6.0,-6.0,0.033758473,0.0045196293,0.0047788345,0.015062344,0.011988085,final_hscsearch_2e3_22/lens_42420_source_6_r_2.fits
49,0.3856652,0.48452806,0.50065315,0.78633046,0.4806842,0.43628323,0.534683,0.49837762,0.7266946,0.53365964,-5.774192,-3.5066454,-3.4645495,-5.545119,-5.412631,0.025633367,0.0136997225,0.009870543,0.042055216,0.021334173,final_hscsearch_2e3_17/lens_32460_source_1101_r_3.fits
50,0.13285662,0.6422848,0.44770488,0.52571523,0.406072,0.08927683,0.5035689,0.49419242,0.48668435,0.428175,-5.089523,-3.4344628,-3.461575,-5.9961157,-5.9999404,0.05508038,0.002813972,0.0068855006,0.01322469,0.013322841,final_hscsearch_2e3_24/lens_46305_source_1061_r_0.fits
51,0.85650384,0.40952438,0.40422556,0.514151,0.5104875,0.8479364,0.50433433,0.5039521,0.51049185,0.51046854,-5.6892915,-3.6203322,-3.6656084,-6.0,-6.0,0.042235523,0.0045496286,0.006542039,0.012945446,0.0117757665,final_hscsearch_2e3_4/lens_7550_source_1001_r_2.fits
52,0.9461329,0.23843862,0.3981323,0.44625598,0.49040988,0.92642945,0.48358998,0.51335216,0.4241053,0.51251745,-5.0854387,-3.5033426,-3.530704,-5.9928913,-6.0,0.055096757,0.0047333604,0.0068682493,0.018803114,0.014793116,final_hscsearch_2e3_1/lens_1719_source_168_r_0.fits
53,0.91336924,0.7479481,0.35804257,0.47906217,0.5521042,0.8062073,0.49844295,0.5159948,0.50356334,0.54630166,-5.0853734,-3.4589808,-3.5232272,-5.9995794,-6.0,0.03594346,0.0037263657,0.0069622695,0.011008526,0.014414795,final_hscsearch_2e3_3/lens_5301_source_1718_r_1.fits
54,0.4877427,0.9757585,0.5999881,0.52217674,0.4939407,0.53133667,0.516521,0.4987932,0.54820406,0.4976034,-5.990662,-3.6488976,-3.654058,-6.0,-6.0,0.013209918,0.006243549,0.004369759,0.0138398055,0.007863348,final_hscsearch_2e3_13/lens_25533_source_942_r_1.fits
55,0.6311403,0.26731026,0.46969602,0.5113282,0.51249945,0.64088714,0.49546203,0.50871855,0.47731626,0.52790254,-5.9997363,-3.863934,-3.8752367,-6.0,-6.0,0.02502855,0.00570027,0.0062669003,0.013277822,0.011955848,final_hscsearch_2e3_10/lens_19340_source_7091_r_1.fits
56,0.099245995,0.4260364,0.5407844,0.4029025,0.5141879,0.12084829,0.49090397,0.49810666,0.43354166,0.48314735,-5.4464903,-3.4773133,-3.4998705,-5.998644,-6.0,0.042934388,0.0036787554,0.0064136903,0.014602619,0.01217359,final_hscsearch_2e3_24/lens_47688_source_929_r_1.fits
57,0.33708006,0.5213977,0.5462314,0.49931085,0.4410806,0.36310363,0.4962765,0.49389657,0.48153302,0.42206407,-5.130766,-3.3483,-3.415248,-5.998629,-6.0,0.028341794,0.00299736,0.005302891,0.010637984,0.014097972,final_hscsearch_2e3_18/lens_34986_source_4188_r_0.fits
58,0.82617885,0.50429744,0.4972022,0.3774643,0.5064302,0.8704619,0.4890002,0.5201127,0.4374973,0.56482005,-5.8739204,-3.6780372,-3.7071242,-5.998914,-6.0,0.04235024,0.006247517,0.009126739,0.019823119,0.019130688,final_hscsearch_2e3_5/lens_9612_source_7197_r_2.fits
59,0.62589276,0.5101793,0.649038,0.54871243,0.4477677,0.65415984,0.5131252,0.48184246,0.542348,0.43717635,-5.8500586,-3.5658104,-3.6101139,-5.999701,-6.0,0.023926092,0.0058850152,0.0059955437,0.014875695,0.013174246,final_hscsearch_2e3_11/lens_20725_source_1158_r_3.fits
60,0.026863508,0.57857645,0.5240589,0.7047373,0.62783116,0.07018153,0.5234779,0.50535494,0.5782104,0.5804179,-5.4605117,-3.5383472,-3.5179737,-5.8887486,-5.978725,0.0556972,0.006414891,0.0101985475,0.023617951,0.021907926,final_hscsearch_2e3_26/lens_51593_source_39_r_0.fits
61,0.80150217,0.10010615,0.39595,0.5244923,0.5394403,0.63734895,0.5079067,0.51855147,0.52598166,0.57433367,-5.0036325,-3.4307678,-3.5165164,-5.994621,-6.0,0.025166165,0.0043740068,0.005171286,0.014654489,0.016357776,final_hscsearch_2e3_5/lens_9015_source_7213_r_1.fits
62,0.9546882,0.5168373,0.47826734,0.4546005,0.4737791,0.927144,0.48332566,0.49939057,0.40511277,0.46652368,-5.849585,-3.7037919,-3.7149909,-5.998562,-6.0,0.050858974,0.008356542,0.00896439,0.023475444,0.014871588,final_hscsearch_2e3_1/lens_1792_source_7393_r_0.fits
63,0.8619599,0.51725864,0.43858892,0.6936481,0.48874316,0.7950657,0.5294083,0.51269954,0.6121127,0.5554904,-5.934743,-3.7262769,-3.7430964,-5.997849,-5.99944,0.041328583,0.008345563,0.011888419,0.022009782,0.021613682,final_hscsearch_2e3_4/lens_6780_source_2247_r_2.fits
64,0.24218984,0.44284287,0.24919246,0.52875185,0.52188134,0.24980687,0.5009933,0.5000489,0.49975422,0.5059593,-5.733862,-3.4675481,-3.4983246,-5.999021,-6.0,0.03318788,0.0033989113,0.004580585,0.0113423895,0.010747311,final_hscsearch_2e3_20/lens_39253_source_1718_r_3.fits
65,0.5804547,0.38978025,0.4528233,0.45770347,0.43079793,0.56949043,0.48632994,0.48375252,0.46375763,0.45835662,-5.9972606,-3.915759,-3.894467,-6.0,-6.0,0.023668377,0.0057980153,0.005071824,0.011160226,0.0113041205,final_hscsearch_2e3_11/lens_21388_source_2074_r_0.fits
66,0.90238726,0.62601566,0.35420102,0.5332957,0.52632815,0.8003932,0.50033396,0.51353836,0.53241724,0.5187548,-4.511944,-3.3765752,-3.4598951,-5.9977617,-6.0,0.043811046,0.0036635716,0.006517758,0.013880728,0.010858222,final_hscsearch_2e3_3/lens_5395_source_1618_r_1.fits
67,0.9281895,0.4825052,0.26918784,0.6033114,0.9812846,0.33582345,0.5020259,0.4986343,0.49602628,0.7262379,-2.7827976,-3.4309015,-3.4432886,-4.1017766,-4.3583446,0.065541565,0.008695644,0.012527904,0.037946515,0.038974646,final_hscsearch_2e3_2/lens_3487_source_182_r_1.fits
68,0.20591669,0.4697103,0.25830433,0.4751489,0.49223664,0.21071632,0.47813365,0.4915547,0.42236465,0.48517504,-5.9623632,-3.6022406,-3.585827,-6.0,-6.0,0.035856564,0.006046263,0.007042791,0.0149425715,0.015072835,final_hscsearch_2e3_21/lens_41579_source_1830_r_3.fits
69,0.38055223,0.7902345,0.17178902,0.51277345,0.48426944,0.42913735,0.5029791,0.49590287,0.5140944,0.47225872,-5.788613,-3.4445083,-3.5095284,-6.0,-6.0,0.020319741,0.003352352,0.0040817205,0.00856055,0.008800546,final_hscsearch_2e3_17/lens_32799_source_1459_r_0.fits
70,0.3691387,0.50614005,0.47007954,0.5162967,0.5088679,0.41835558,0.5029359,0.5082313,0.51418054,0.5066203,-5.684708,-3.4139233,-3.5009131,-6.0,-6.0,0.01667344,0.00241025,0.0033329818,0.006722215,0.0052280515,final_hscsearch_2e3_17/lens_33931_source_231_r_0.fits
71,0.7203141,0.51767397,0.47612152,0.32542345,0.75785315,0.7734555,0.48249614,0.52538705,0.4190843,0.7437861,-4.9002395,-3.4229095,-3.3891742,-4.8909245,-5.387154,0.056577682,0.01011991,0.014208561,0.03421774,0.04582044,final_hscsearch_2e3_8/lens_14282_source_2672_r_2.fits
72,0.24235268,0.5303616,0.79862493,0.5866614,0.5885197,0.26629287,0.5180579,0.5115849,0.5640647,0.5495372,-5.958878,-3.5830126,-3.5728376,-5.998319,-6.0,0.03517487,0.005647993,0.006630617,0.017520951,0.015550961,final_hscsearch_2e3_21/lens_40238_source_1166_r_0.fits
73,0.27008644,0.46744046,0.5256045,0.4310281,0.49128315,0.27778256,0.46806103,0.48830035,0.39916265,0.50161844,-5.9915996,-3.7095172,-3.6718493,-5.998377,-6.0,0.035421148,0.009802247,0.007264108,0.021302946,0.015108334,final_hscsearch_2e3_20/lens_38982_source_1018_r_3.fits
74,0.89410466,0.65664375,0.40479332,0.4305898,0.504241,0.92375255,0.49078056,0.51750416,0.4550257,0.5487012,-5.868177,-3.7179477,-3.737918,-5.9990554,-6.0,0.06091313,0.006277035,0.009706082,0.016990628,0.015379293,final_hscsearch_2e3_3/lens_4900_source_6_r_0.fits
75,0.03373181,0.7598833,0.54348737,0.5563946,0.37948453,0.015358792,0.514805,0.46870342,0.56085426,0.37569153,-5.3938994,-3.5166113,-3.4725459,-5.827146,-5.9517694,0.06564378,0.0064757513,0.011539283,0.025566714,0.027460868,final_hscsearch_2e3_26/lens_50798_source_1284_r_3.fits
76,0.77608013,0.5598071,0.8037387,0.4432462,0.4116218,0.78264153,0.48909456,0.4980353,0.44420367,0.4556329,-5.59482,-3.561726,-3.6228933,-6.0,-6.0,0.033939056,0.0043337937,0.005512397,0.013864607,0.01375702,final_hscsearch_2e3_6/lens_10889_source_1993_r_3.fits
77,0.7738694,0.41617638,0.5882092,0.5377388,0.50339293,0.7974314,0.5075548,0.50450975,0.5428869,0.48463014,-5.127791,-3.4700687,-3.5300698,-6.0,-6.0,0.03567371,0.004578336,0.0053891777,0.011484956,0.0107765095,final_hscsearch_2e3_6/lens_11607_source_2702_r_2.fits
78,0.51857024,0.39729407,0.6189504,0.46395725,0.46261448,0.56011355,0.4824132,0.48740187,0.43782702,0.47631028,-5.990244,-3.6896887,-3.7114713,-6.0,-6.0,0.014679081,0.006846247,0.0039290995,0.014857322,0.008754362,final_hscsearch_2e3_13/lens_24194_source_1180_r_2.fits
79,0.41723892,0.50242186,0.761151,0.59777707,0.5290812,0.4325034,0.50839686,0.5058033,0.53042364,0.5103749,-5.9234424,-3.4933994,-3.541624,-6.0,-6.0,0.015637787,0.0034051961,0.0035411213,0.009744138,0.009627867,final_hscsearch_2e3_16/lens_30433_source_1135_r_3.fits
80,0.93358654,0.5845678,0.6352812,0.5799529,0.517818,0.96977496,0.5137384,0.5076465,0.6066446,0.5398918,-5.45838,-3.5513709,-3.533963,-5.961738,-5.9948387,0.05798228,0.0067064324,0.008802983,0.023808444,0.01939878,final_hscsearch_2e3_2/lens_3793_source_1207_r_1.fits
81,0.090513885,0.3418027,0.22924034,0.70835865,0.52782136,0.097805806,0.530561,0.50334394,0.67226046,0.58236283,-5.4766345,-3.5666113,-3.5155206,-5.527569,-5.6178856,0.047771767,0.00986417,0.01176708,0.032715853,0.028430633,final_hscsearch_2e3_24/lens_47258_source_1191_r_0.fits
82,0.75687855,0.33640337,0.20220329,0.6084593,0.52376324,0.7087085,0.5141917,0.5097458,0.5773695,0.52397895,-5.1712193,-3.4604359,-3.5328329,-5.9984083,-6.0,0.033767365,0.0054534855,0.0047935518,0.015597353,0.011242224,final_hscsearch_2e3_7/lens_12901_source_1066_r_3.fits
83,0.016374925,0.1508254,0.41561148,0.47800064,0.5016707,0.09804524,0.49899167,0.50259,0.45857394,0.5118243,-5.213155,-3.4654124,-3.5063074,-6.0,-6.0,0.051655732,0.0029694869,0.0066804728,0.0113021135,0.011103384,final_hscsearch_2e3_26/lens_51849_source_1634_r_0.fits
84,0.1953848,0.66693443,0.38866836,0.5656288,0.5421777,0.27409202,0.49897578,0.5051081,0.49888122,0.5011035,-5.8819094,-3.4892488,-3.5310524,-6.0,-6.0,0.03229189,0.0021535107,0.005674504,0.006075782,0.008859621,final_hscsearch_2e3_22/lens_42844_source_121_r_2.fits
85,0.46538568,0.2915897,0.43962,0.4465378,0.3473372,0.35210723,0.507832,0.48597938,0.540357,0.3482982,-4.759508,-3.3190484,-3.3416157,-5.5776873,-5.947811,0.030227346,0.005049018,0.008661833,0.018546922,0.023918094,final_hscsearch_2e3_14/lens_27963_source_7303_r_0.fits
86,0.18105906,0.36656177,0.46353608,0.43263084,0.4871144,0.18836914,0.48044297,0.49542785,0.420314,0.50406647,-5.927861,-3.5283618,-3.5329468,-6.0,-6.0,0.034381367,0.005879537,0.005972293,0.015268435,0.011891437,final_hscsearch_2e3_22/lens_42143_source_1006_r_0.fits
